Title,Identifier,CC catalog number,Edition,Description,Description 1,Materials/Techniques,Dimensions,Notes2,Subjects,Form / genre,Culture,Related work,Related information,Associated name,Use restrictions,Repository,Creation Date,HOLLIS number,Permalink,Source,Image ID,Permalink2
Le Grand Diable d'Argent Patron de la Finance.,Coin and Conscience catalog 24,24,,"Hand-colored etching by unknown artist.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Materials/Techniques: </i>hand coloring;<i>Dimensions: </i>25.5 x 34.9 cm., plate mark",Hand-colored etching by unknown artist.,paper;etching (printing process);hand coloring;,"25.5 x 34.9 cm., plate mark",Inscription: Below image: Pour courir au diable d'argent On se donne un mal impayable On se dit partout indigent Tant de monde est insatiable.,devil ; demons ; coins ; human figures ; wings ; moneybags ; satire (artistic device),etchings,French,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CF f13 xx",early 19th century,olvwork308277,"<a href=""http://id.lib.harvard.edu/via/olvwork308277/catalog"">http://id.lib.harvard.edu/via/olvwork308277/catalog</a>",HVD - Images,4085737,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308277&context=L&vid=HVD2&lang=en_US
Gellt Zeucht die Weltt. Mundum Trahit Pecunia.,Coin and Conscience catalog 7,7,,"Gold coins form the wheels of a chariot, upon which is the World, while two noblemen blinded by money walk alongside. A group of peasants is held back by Poverty, standing on the wheel of Fortune.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>First state.","Gold coins form the wheels of a chariot, upon which is the World, while two noblemen blinded by money walk alongside. A group of peasants is held back by Poverty, standing on the wheel of Fortune.",paper;engraving (printing process);,First state.,,allegories ; personification ; gold ; coins ; processions ; chariots ; demons ; blind (people) ; noblemen ; peasants,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CF g1 xx",1589,olvwork308256,"<a href=""http://id.lib.harvard.edu/via/olvwork308256/catalog"">http://id.lib.harvard.edu/via/olvwork308256/catalog</a>",HVD - Images,4086408,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308256&context=L&vid=HVD2&lang=en_US
James Edouard de Rothschild (1844-81).,Coin and Conscience catalog 65,65,,"He was the son of Nathaniel (Paris branch), and the grandson of Nathan Meyer Rothschild, who founded the famed London branch of the family.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Materials/Techniques: </i>drypoint;<i>Dimensions: </i>31.5 x 25 cm., plate mark","He was the son of Nathaniel (Paris branch), and the grandson of Nathan Meyer Rothschild, who founded the famed London branch of the family.",paper;engraving (printing process);drypoint;,"31.5 x 25 cm., plate mark",,portraits ; male figures ; rich people ; cigars,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School F f41 xxx",ca. 1875,olvwork308327,"<a href=""http://id.lib.harvard.edu/via/olvwork308327/catalog"">http://id.lib.harvard.edu/via/olvwork308327/catalog</a>",HVD - Images,4084350,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308327&context=L&vid=HVD2&lang=en_US
De Beurs. [Amsterdam],Coin and Conscience catalog 66,66,,"The Amsterdam exchange, situated on the Amstel River, was designed by Hendrick de Keijser and opened in 1611. Trading was carried on in the open inner court. Print by unknown artist.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Materials/Techniques: </i>etching (printing process);<i>Dimensions: </i>19.2 x 29.8 cm., plate mark","The Amsterdam exchange, situated on the Amstel River, was designed by Hendrick de Keijser and opened in 1611. Trading was carried on in the open inner court. Print by unknown artist.",paper;engraving (printing process);etching (printing process);,"19.2 x 29.8 cm., plate mark",,stock exchanges ; commercial buildings ; trade ; courtyards ; clock towers ; bell towers ; canals ; city and town life,etchings;engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School AE n1 x",early 17th century,olvwork308328,"<a href=""http://id.lib.harvard.edu/via/olvwork308328/catalog"">http://id.lib.harvard.edu/via/olvwork308328/catalog</a>",HVD - Images,4082792,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308328&context=L&vid=HVD2&lang=en_US
"Les Vérités du Jour, ou le Grand Diable d'Argent.",Coin and Conscience catalog 25,25,,"An example of one of the hundreds of prints published by the Pellerin firm in Epinal during the height of its renown as creator of ""images populaires."" Print by unknown artist.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>wood engraving (process);<i>Materials/Techniques: </i>hand coloring;<i>Dimensions: </i>29.4 x 49.5 cm., plate mark","An example of one of the hundreds of prints published by the Pellerin firm in Epinal during the height of its renown as creator of ""images populaires."" Print by unknown artist.",paper;wood engraving (process);hand coloring;,"29.4 x 49.5 cm., plate mark",,devil ; demons ; coins ; wings ; human figures ; allegories ; death ; satire (artistic device),engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Imagerie Pellerin (Epinal, France) [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CF f11 xxx",ca. 1840,olvwork308281,"<a href=""http://id.lib.harvard.edu/via/olvwork308281/catalog"">http://id.lib.harvard.edu/via/olvwork308281/catalog</a>",HVD - Images,4084026,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308281&context=L&vid=HVD2&lang=en_US
[Allegory of Wealth and Luxury],Coin and Conscience catalog 14,14,,"An earlier state was published in 1609. A woman sits at a table of money, silver chalices, and jewels. In the foreground are a crown and scepter, behind which smoke and bubbles rise from a cup—symbolizing the transience of power and glory.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>23.6 x 18.7 cm., image","An earlier state was published in 1609. A woman sits at a table of money, silver chalices, and jewels. In the foreground are a crown and scepter, behind which smoke and bubbles rise from a cup—symbolizing the transience of power and glory.",paper;engraving (printing process);,"23.6 x 18.7 cm., image",,allegories ; female figures ; smoke ; bubbles ; coins ; jewels ; moneybags ; crowns (headdresses) ; scepters,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CF n2",1611,olvwork308267,"<a href=""http://id.lib.harvard.edu/via/olvwork308267/catalog"">http://id.lib.harvard.edu/via/olvwork308267/catalog</a>",HVD - Images,4083737,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308267&context=L&vid=HVD2&lang=en_US
"Midas, Transmuting all into GOLD PAPER.",Coin and Conscience catalog 42,42,,"Published March 9, 1797. Another satire on the creation of legal tender bank notes by the Bank of England. (See 41). William Pitt is pictured spewing paper money out of his mouth, while gold coins are locked up in his stomach.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Dimensions: </i>35.5 x 25.5 cm., plate mark","Published March 9, 1797. Another satire on the creation of legal tender bank notes by the Bank of England. (See 41). William Pitt is pictured spewing paper money out of his mouth, while gold coins are locked up in his stomach.",paper;etching (printing process);,"35.5 x 25.5 cm., plate mark",,excrement ; caricatures ; prime ministers ; mythology ; money ; gold ; reed ; ears ; banks and banking ; toilets ; satire (artistic device),etchings,British,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation.</a>","Humphrey, Hannah, fl. 1774-1817 [publisher];Pitt, William, 1759-1806, British [subject]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School DA gb33 xx",1797,olvwork308302,"<a href=""http://id.lib.harvard.edu/via/olvwork308302/catalog"">http://id.lib.harvard.edu/via/olvwork308302/catalog</a>",HVD - Images,4085652,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308302&context=L&vid=HVD2&lang=en_US
Le Cornard Contant,Coin and Conscience catalog 22,22,,"Possibly a plate from his Oiseaux et Grotesques. The ""happy cuckold"" does not mind his lost honor, because his ""horns of plenty"" bring him immeasurable happiness. (French caption).;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>31 x 22 cm., plate mark","Possibly a plate from his Oiseaux et Grotesques. The ""happy cuckold"" does not mind his lost honor, because his ""horns of plenty"" bring him immeasurable happiness. (French caption).",paper;engraving (printing process);,"31 x 22 cm., plate mark",,horns ; coins ; jewels ; money ; cornucopias ; clothing & dress,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CA f1 xx",early 17th century,olvwork308275,"<a href=""http://id.lib.harvard.edu/via/olvwork308275/catalog"">http://id.lib.harvard.edu/via/olvwork308275/catalog</a>",HVD - Images,4086201,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308275&context=L&vid=HVD2&lang=en_US
Divitiæ,Coin and Conscience catalog 12,12,,"Riches, portrayed as a woman holding money, jewels, and silver, sits near a little girl who holds a mirror. She is Pride, the daughter of Riches. Printed in Antwerp.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>17.5 x 22.5 cm., image","Riches, portrayed as a woman holding money, jewels, and silver, sits near a little girl who holds a mirror. She is Pride, the daughter of Riches. Printed in Antwerp.",paper;engraving (printing process);,"17.5 x 22.5 cm., image",,allegories ; personification ; mother and child ; rich people ; wealth ; moneybags ; jewels ; courtyards ; garden parties ; coins,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Galle, Philip, 1537-1612, Flemish [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CF b2",ca. 1600,olvwork308265,"<a href=""http://id.lib.harvard.edu/via/olvwork308265/catalog"">http://id.lib.harvard.edu/via/olvwork308265/catalog</a>",HVD - Images,4087608,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308265&context=L&vid=HVD2&lang=en_US
Le Grand Saut . . . Sot.,Coin and Conscience catalog 49,49,,"Lithograph by unknown artist. Louis-Philippe is pictured jumping over the Channel from France to England. The title is a play on words, which can be read ""the big leap"" or ""the big fool."";<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>lithography;<i>Dimensions: </i>25.5 x 23 cm., image","Lithograph by unknown artist. Louis-Philippe is pictured jumping over the Channel from France to England. The title is a play on words, which can be read ""the big leap"" or ""the big fool.""",paper;lithography;,"25.5 x 23 cm., image",,caricatures ; kings and rulers ; thieves ; money ; channels (water body components) ; jumping ; satire (artistic device),lithographs,French,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Lordereau, ca. 1848 [publisher];Louis Philippe, 1773-1850, French [subject]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School DA f26 xx",1848?,olvwork308309,"<a href=""http://id.lib.harvard.edu/via/olvwork308309/catalog"">http://id.lib.harvard.edu/via/olvwork308309/catalog</a>",HVD - Images,4088730,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308309&context=L&vid=HVD2&lang=en_US
Pauvres Aveugles.,Coin and Conscience catalog 45,45,,"Plate 282 from La Caricature, no. 136 (June 13, 1833). Louis-Philippe is followed by his ministers, carrying bags of money as they descend into the ""Gouffre de l'illigalité."";<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>lithography;<i>Dimensions: </i>19 x 27 cm., image","Plate 282 from La Caricature, no. 136 (June 13, 1833). Louis-Philippe is followed by his ministers, carrying bags of money as they descend into the ""Gouffre de l'illigalité.""",paper;lithography;,"19 x 27 cm., image",,caricatures ; political cartoons ; politicians ; blindness ; purses (bags) ; money ; canes ; canyons ; thieves ; wealth ; satire (artistic device),lithographs,French,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Aubert (Firm), Paris, publishers [publisher];Louis Philippe, 1773-1850, French [subject]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School DA f5 xx",1833,olvwork308305,"<a href=""http://id.lib.harvard.edu/via/olvwork308305/catalog"">http://id.lib.harvard.edu/via/olvwork308305/catalog</a>",HVD - Images,4088871,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308305&context=L&vid=HVD2&lang=en_US
[The Parable of the Talents. Mt. 25: 14],Coin and Conscience catalog 28,28,,"A later state of a print first issued as part of a series of fourteen engravings from the New Testament: Memorabilium, Novi Testamenti . . . Antwerp, exc. Gerard de Jode.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>20.5 x 28.7 cm., plate mark","A later state of a print first issued as part of a series of fourteen engravings from the New Testament: Memorabilium, Novi Testamenti . . . Antwerp, exc. Gerard de Jode.",paper;engraving (printing process);,"20.5 x 28.7 cm., plate mark",,Biblical events ; parables ; investment ; coins ; coin hoards ; servants ; chests ; moneybags,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Visscher, Claes Jansz, 1587-1652 [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CF n6 x",Early 17th century,olvwork308284,"<a href=""http://id.lib.harvard.edu/via/olvwork308284/catalog"">http://id.lib.harvard.edu/via/olvwork308284/catalog</a>",HVD - Images,4083220,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308284&context=L&vid=HVD2&lang=en_US
"[Darius, out of Greed, Orders the Tomb of Queen Nitocris to be Opened]",Coin and Conscience catalog 34,34,,"Possibly printed in Amsterdam. The French caption below the image tells the legend of King Darius, who plundered the tomb of Queen Nitocris for the riches promised within, only to find a corpse and a curse upon his avarice.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>36.4 x 22.4 cm., plate mark","Possibly printed in Amsterdam. The French caption below the image tells the legend of King Darius, who plundered the tomb of Queen Nitocris for the riches promised within, only to find a corpse and a curse upon his avarice.",paper;engraving (printing process);,"36.4 x 22.4 cm., plate mark",,kings and rulers ; queens ; tombs ; ancient ; thieves ; stones ; picks (tools) ; human figures ; pyramids,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CC n8 xx",1725,olvwork308290,"<a href=""http://id.lib.harvard.edu/via/olvwork308290/catalog"">http://id.lib.harvard.edu/via/olvwork308290/catalog</a>",HVD - Images,4089050,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308290&context=L&vid=HVD2&lang=en_US
[The Two Deaths],Coin and Conscience catalog 8,8,,"A narrative in two parts. At left, a pious man receives riches from heaven; at right, Death prepares to strike a miser amidst his wealth. Printed in Antwerp.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>29.8 x 32.5 cm., plate mark","A narrative in two parts. At left, a pious man receives riches from heaven; at right, Death prepares to strike a miser amidst his wealth. Printed in Antwerp.",paper;engraving (printing process);,"29.8 x 32.5 cm., plate mark",,allegories ; personification ; wealth ; heaven ; gold ; coin hoards ; death ; moneybags,engravings,Flemish,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Cock, Hieronymus, 1510-1570, Flemish [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CF b9 xxx",late 16th century,olvwork308259,"<a href=""http://id.lib.harvard.edu/via/olvwork308259/catalog"">http://id.lib.harvard.edu/via/olvwork308259/catalog</a>",HVD - Images,4089320,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308259&context=L&vid=HVD2&lang=en_US
"Dove L'Oro Parla, Ogni Lingua Tace.",Coin and Conscience catalog 19,19,,"Printed in Bologna. Number thirteen from his series of fifty engravings illustrating Italian proverbs. A man murders, then steals the victim's purse, offering a witness money to keep quiet.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>27 x 20 cm., plate mark","Printed in Bologna. Number thirteen from his series of fifty engravings illustrating Italian proverbs. A man murders, then steals the victim's purse, offering a witness money to keep quiet.",paper;etching (printing process);engraving (printing process);,"27 x 20 cm., plate mark",,thieves ; murderers ; daggers (weapons) ; money ; male figures ; proverbs ; moneybags,etchings;engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CA i2 x",1678,olvwork308272,"<a href=""http://id.lib.harvard.edu/via/olvwork308272/catalog"">http://id.lib.harvard.edu/via/olvwork308272/catalog</a>",HVD - Images,4087187,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308272&context=L&vid=HVD2&lang=en_US
Une Assemblée d'Actionnaires.,Coin and Conscience catalog 58,58,,"Hand-colored lithograph, signed ""Lavrate."" Depicts a meeting of shareholders, all of whom have animal bodies and human heads. The officers in charge have animal heads and human bodies.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>lithography;<i>Materials/Techniques: </i>hand coloring;<i>Dimensions: </i>28 x 37.5 cm., image","Hand-colored lithograph, signed ""Lavrate."" Depicts a meeting of shareholders, all of whom have animal bodies and human heads. The officers in charge have animal heads and human bodies.",paper;lithography;hand coloring;,"28 x 37.5 cm., image",,satire ; animals in human situations ; human figures ; animal heads ; anthropomorphic ; meetings ; officers (administrators),lithographs,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CD f8 xxx",19th century,olvwork308320,"<a href=""http://id.lib.harvard.edu/via/olvwork308320/catalog"">http://id.lib.harvard.edu/via/olvwork308320/catalog</a>",HVD - Images,4083934,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308320&context=L&vid=HVD2&lang=en_US
[A Lucky and Unlucky Speculator],Coin and Conscience catalog 52,52,,"Etching and engraving (part stipple) by unidentified artist; ""Rentier fecit."" Below image: ""Hélas! de vous à moi tel est la différence!!! C'est incroyable. . ."";<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>26.5 x 32.5 cm., plate mark","Etching and engraving (part stipple) by unidentified artist; ""Rentier fecit."" Below image: ""Hélas! de vous à moi tel est la différence!!! C'est incroyable. . .""",paper;etching (printing process);engraving (printing process);,"26.5 x 32.5 cm., plate mark","General: Publisher credit: ""A Paris, chez tous les Mds. de Nouveautes"", late 18th centrury.",wealth ; poverty ; money ; male figures ; clothing and dress,etchings;engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CE f11 xxx",late 18th century,olvwork308312,"<a href=""http://id.lib.harvard.edu/via/olvwork308312/catalog"">http://id.lib.harvard.edu/via/olvwork308312/catalog</a>",HVD - Images,4088717,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308312&context=L&vid=HVD2&lang=en_US
[An Allegorical Hunt],Coin and Conscience catalog 4,4,,"Printed in Antwerp. Lower plate mark has been trimmed. Money is chased by a peasant whose hounds are Frugality, Industry, and Labor; Prodigality, whose hounds are Rapine and Chance; and Avarice, whose hounds are Usury and Fraud. Justice is trampled under foot.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>21.7 x 24 cm., plate mark","Printed in Antwerp. Lower plate mark has been trimmed. Money is chased by a peasant whose hounds are Frugality, Industry, and Labor; Prodigality, whose hounds are Rapine and Chance; and Avarice, whose hounds are Usury and Fraud. Justice is trampled under foot.",paper;engraving (printing process);,"21.7 x 24 cm., plate mark",,"allegories ; personification ; hunting ; hounds ; money ; people ; horses ; coins ; scales (weighing devices) ; inscriptions, Latin ; moneybags",engravings,Flemish,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CF b3 xx",1578,olvwork308228,"<a href=""http://id.lib.harvard.edu/via/olvwork308228/catalog"">http://id.lib.harvard.edu/via/olvwork308228/catalog</a>",HVD - Images,4088837,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308228&context=L&vid=HVD2&lang=en_US
Georg Fussel (b. 1601).,Coin and Conscience catalog 61,61,,"The Bancho Publico in Nürnberg was one of the oldest banks in Germany, founded in 1621, and in operation until 1827. Fussel was its banker from 1654 to 1674.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>18.5 x 13.5 cm., plate mark","The Bancho Publico in Nürnberg was one of the oldest banks in Germany, founded in 1621, and in operation until 1827. Fussel was its banker from 1654 to 1674.",paper;engraving (printing process);,"18.5 x 13.5 cm., plate mark",,portraits ; bankers ; cartouches ; coats of arms ; wealth,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School F g5",ca. 1654,olvwork308323,"<a href=""http://id.lib.harvard.edu/via/olvwork308323/catalog"">http://id.lib.harvard.edu/via/olvwork308323/catalog</a>",HVD - Images,4089150,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308323&context=L&vid=HVD2&lang=en_US
